#{"t_start": 0, "env_id": 0}
r,l,t
-1408,15.000000000000325,3.994517
-1599,15.000000000000325,19.446204
-1556,15.000000000000325,34.668738
-1519,15.000000000000325,48.1902
-1318,15.000000000000325,61.712073
-1434,15.000000000000325,76.829631
-1379,15.000000000000325,91.698344
-1546,15.000000000000325,105.174148
-1130,15.000000000000325,118.41658
-996,15.000000000000325,132.446896
-840,15.000000000000325,146.026523
-1126,15.000000000000325,159.241732
-1292,15.000000000000325,174.350928
-808,15.000000000000325,190.832092
-514,15.000000000000325,205.131404
-837,15.000000000000325,223.250858
-1555,15.000000000000325,238.821138
-1441,15.000000000000325,254.57199
-872,15.000000000000325,270.463844
-754,15.000000000000325,285.960252
-1267,15.000000000000325,301.252099
-223,15.000000000000325,317.192313
-161,15.000000000000325,332.381798
-183,15.000000000000325,353.652512
-376,15.000000000000325,373.33857
-143,15.000000000000325,387.495491
-456,15.000000000000325,402.798732
-255,15.000000000000325,416.897361
-892,15.000000000000325,432.721623
-482,15.000000000000325,448.341511
-443,15.000000000000325,462.125367
-488,15.000000000000325,477.281843
-122,15.000000000000325,492.090654
-1123,15.000000000000325,506.60162
-235,15.000000000000325,520.936229
-951,15.000000000000325,537.54098
-259,15.000000000000325,552.99438
-340,15.000000000000325,567.898911
-139,15.000000000000325,583.745281
-228,15.000000000000325,601.920367
0,15.000000000000325,619.168527
0,15.000000000000325,633.042179
-658,15.000000000000325,647.038371
-925,15.000000000000325,661.545361
-223,15.000000000000325,675.691869
-86,15.000000000000325,689.171335
-153,15.000000000000325,703.374166
-33,15.000000000000325,717.115846
0,15.000000000000325,734.35832
-123,15.000000000000325,748.481396
-49,15.000000000000325,762.138628
-21,15.000000000000325,775.71034
0,15.000000000000325,790.139783
0,15.000000000000325,803.694561
-116,15.000000000000325,818.450559
0,15.000000000000325,832.039071
0,15.000000000000325,846.059604
0,15.000000000000325,860.16843
0,15.000000000000325,873.814006
-134,15.000000000000325,889.808993
-5,15.000000000000325,904.905976
0,15.000000000000325,918.402606
0,15.000000000000325,933.320101
0,15.000000000000325,950.249116
-83,15.000000000000325,970.116018
0,15.000000000000325,987.244241
-265,15.000000000000325,1000.569828
-512,15.000000000000325,1015.063766
0,15.000000000000325,1028.553134
-261,15.000000000000325,1042.019224
-224,15.000000000000325,1056.293871
-206,15.000000000000325,1069.398048
0,15.000000000000325,1082.905431
0,15.000000000000325,1097.200781
0,15.000000000000325,1110.610136
-212,15.000000000000325,1124.225718
-98,15.000000000000325,1138.297553
-421,15.000000000000325,1153.360051
0,15.000000000000325,1171.116247
-26,15.000000000000325,1187.387621
-82,15.000000000000325,1204.278802
0,15.000000000000325,1220.253669
0,15.000000000000325,1234.609471
-736,15.000000000000325,1250.641675
0,15.000000000000325,1266.537165
0,15.000000000000325,1286.594748
0,15.000000000000325,1305.627364
0,15.000000000000325,1322.388343
0,15.000000000000325,1337.161361
0,15.000000000000325,1351.787388
-4,15.000000000000325,1365.436125
0,15.000000000000325,1380.112318
0,15.000000000000325,1393.617295
0,15.000000000000325,1407.83471
0,15.000000000000325,1421.850293
0,15.000000000000325,1435.502967
0,15.000000000000325,1450.041363
0,15.000000000000325,1463.572101
0,15.000000000000325,1477.732452
0,15.000000000000325,1491.526446
0,15.000000000000325,1505.045088
0,15.000000000000325,1519.691875
-276,15.000000000000325,1533.232607
0,15.000000000000325,1547.528906
0,15.000000000000325,1561.292897
0,15.000000000000325,1574.49495
0,15.000000000000325,1588.985364
0,15.000000000000325,1602.472097
0,15.000000000000325,1615.605206
0,15.000000000000325,1630.250633
0,15.000000000000325,1644.124854
0,15.000000000000325,1659.099595
0,15.000000000000325,1672.637031
0,15.000000000000325,1686.842525
0,15.000000000000325,1700.926561
0,15.000000000000325,1715.474436
0,15.000000000000325,1733.207374
0,15.000000000000325,1746.468326
0,15.000000000000325,1761.064646
0,15.000000000000325,1775.918958
0,15.000000000000325,1790.389276
0,15.000000000000325,1803.588617
0,15.000000000000325,1817.03855
0,15.000000000000325,1831.194094
0,15.000000000000325,1844.35531
0,15.000000000000325,1857.446524
0,15.000000000000325,1871.404077
0,15.000000000000325,1884.946345
-12,15.000000000000325,1898.168061
0,15.000000000000325,1911.723785
-329,15.000000000000325,1925.619043
0,15.000000000000325,1938.845051
-9,15.000000000000325,1952.005079
0,15.000000000000325,1965.849535
0,15.000000000000325,1979.599475
-2,15.000000000000325,1993.198311
0,15.000000000000325,2007.331279
0,15.000000000000325,2021.851148
0,15.000000000000325,2039.685708
0,15.000000000000325,2053.187201
0,15.000000000000325,2066.569902
0,15.000000000000325,2080.408303
0,15.000000000000325,2094.813335
0,15.000000000000325,2108.618463
0,15.000000000000325,2122.768362
0,15.000000000000325,2136.334221
0,15.000000000000325,2152.750632
0,15.000000000000325,2168.135422
-12,15.000000000000325,2181.292936
0,15.000000000000325,2195.203018
0,15.000000000000325,2209.333633
-4,15.000000000000325,2222.650439
0,15.000000000000325,2237.408414
-12,15.000000000000325,2250.652156
-9,15.000000000000325,2263.881943
0,15.000000000000325,2278.094003
-11,15.000000000000325,2295.559236
-10,15.000000000000325,2308.813914
-12,15.000000000000325,2323.746194
0,15.000000000000325,2337.227221
-17,15.000000000000325,2351.572848
-3,15.000000000000325,2365.146818
0,15.000000000000325,2378.436249
-7,15.000000000000325,2393.914364
0,15.000000000000325,2409.336153
-6,15.000000000000325,2423.825633
-3,15.000000000000325,2439.190338
-10,15.000000000000325,2452.533806
0,15.000000000000325,2467.002037
-9,15.000000000000325,2480.727226
0,15.000000000000325,2494.35157
0,15.000000000000325,2508.463611
0,15.000000000000325,2522.141986
-4,15.000000000000325,2536.953803
-12,15.000000000000325,2550.642488
-12,15.000000000000325,2564.544265
0,15.000000000000325,2578.645226
0,15.000000000000325,2592.040488
0,15.000000000000325,2606.687186
-2,15.000000000000325,2620.48556
0,15.000000000000325,2635.309949
-7,15.000000000000325,2648.869907
0,15.000000000000325,2662.270868
-8,15.000000000000325,2676.779791
0,15.000000000000325,2689.918524
0,15.000000000000325,2703.387151
-5,15.000000000000325,2717.531903
0,15.000000000000325,2731.187327
0,15.000000000000325,2747.31789
0,15.000000000000325,2767.943221
0,15.000000000000325,2782.880021
0,15.000000000000325,2796.489056
0,15.000000000000325,2810.615558
0,15.000000000000325,2824.776964
0,15.000000000000325,2838.056506
0,15.000000000000325,2856.881546
0,15.000000000000325,2870.989953
-166,15.000000000000325,2885.701631
0,15.000000000000325,2899.465649
0,15.000000000000325,2913.962331
0,15.000000000000325,2927.809476
0,15.000000000000325,2945.835174
0,15.000000000000325,2960.738962
-4,15.000000000000325,2975.100726
0,15.000000000000325,2989.196032
0,15.000000000000325,3004.546276
0,15.000000000000325,3018.908867
-2,15.000000000000325,3032.14677
0,15.000000000000325,3046.301209
0,15.000000000000325,3060.248696
-641,15.000000000000325,3073.980958
0,15.000000000000325,3088.911661
-9,15.000000000000325,3102.322418
0,15.000000000000325,3116.244905
0,15.000000000000325,3130.1604
0,15.000000000000325,3143.446926
0,15.000000000000325,3157.363877
-2,15.000000000000325,3171.660245
0,15.000000000000325,3185.934703
0,15.000000000000325,3200.431766
0,15.000000000000325,3213.926815
0,15.000000000000325,3228.722504
0,15.000000000000325,3242.060624
0,15.000000000000325,3256.876476
0,15.000000000000325,3270.115423
-374,15.000000000000325,3284.219388
0,15.000000000000325,3298.613509
0,15.000000000000325,3312.721581
0,15.000000000000325,3327.345186
0,15.000000000000325,3340.701087
0,15.000000000000325,3355.579844
0,15.000000000000325,3370.692867
0,15.000000000000325,3385.026981
0,15.000000000000325,3398.342463
