#{"t_start": 0, "env_id": 0}
r,l,t
-6474.442276,15.000000000000325,12.816111
-5656.423995,15.000000000000325,42.688094
-6378.074057,15.000000000000325,67.288954
-5553.389981,15.000000000000325,90.008324
-9374.497326,15.000000000000325,115.544387
-4933.296837,15.000000000000325,138.184892
-6168.073968,15.000000000000325,165.912779
-4460.35889,15.000000000000325,188.084664
-14199.548551,15.000000000000325,210.595701
-5092.98304,15.000000000000325,232.99235
-4578.974061,15.000000000000325,254.27216
-5426.971129,15.000000000000325,276.981411
-4421.810944,15.000000000000325,299.606426
-6091.148693,15.000000000000325,322.885247
-6751.665308,15.000000000000325,347.221112
-4430.511492,15.000000000000325,368.047127
-3760.769215,15.000000000000325,397.141402
-4087.453366,15.000000000000325,420.464434
-4973.280335,15.000000000000325,440.751675
-6481.724336,15.000000000000325,468.288041
-4408.415915,15.000000000000325,493.924396
-5594.869589,15.000000000000325,517.062598
-3833.636202,15.000000000000325,541.364794
-4225.497026,15.000000000000325,565.112032
-6133.480613,15.000000000000325,588.150962
-5403.268449,15.000000000000325,609.308549
-5165.054448,15.000000000000325,630.773186
-6783.443434,15.000000000000325,654.533089
-5262.274814,15.000000000000325,678.905222
-5060.750628,15.000000000000325,701.342119
-3579.648798,15.000000000000325,722.241709
-4353.068092,15.000000000000325,744.243513
-6806.702809,15.000000000000325,769.023545
-5145.093852,15.000000000000325,790.879997
-4570.232466,15.000000000000325,813.134394
-5240.833518,15.000000000000325,835.786098
-4955.220816,15.000000000000325,857.10751
-4784.752213,15.000000000000325,880.318892
-7174.271367,15.000000000000325,909.911926
-6174.567128,15.000000000000325,936.627065
-5263.433194,15.000000000000325,957.786832
-5464.920828,15.000000000000325,979.219718
-3265.635671,15.000000000000325,999.761768
-5149.88321,15.000000000000325,1022.550999
-5327.782922,15.000000000000325,1053.356178
-6909.083557,15.000000000000325,1079.976832
-5736.103284,15.000000000000325,1104.52879
-3167.626309,15.000000000000325,1129.537559
-5863.630599,15.000000000000325,1153.24273
-7005.387352,15.000000000000325,1179.490242
-6930.22694,15.000000000000325,1203.201205
-7561.019137,15.000000000000325,1229.707686
-4566.566185,15.000000000000325,1252.926114
-3987.100733,15.000000000000325,1275.191802
-4312.458782,15.000000000000325,1304.079391
-6368.462016,15.000000000000325,1325.680115
-3227.29651,15.000000000000325,1346.481025
-4981.02008,15.000000000000325,1373.905368
-4744.146117,15.000000000000325,1398.911487
-4478.679171,15.000000000000325,1422.393433
-5275.320865,15.000000000000325,1446.682924
-3989.270093,15.000000000000325,1469.952805
-4667.76012,15.000000000000325,1493.672799
-4366.530275,15.000000000000325,1515.709002
-4329.055548,15.000000000000325,1538.960368
-4057.030973,15.000000000000325,1561.758237
-4371.155722,15.000000000000325,1584.208909
-6997.046571,15.000000000000325,1608.266012
-6445.677852,15.000000000000325,1636.721829
-15939.484287,15.000000000000325,1662.491974
-6462.232578,15.000000000000325,1691.807742
-5207.259223,15.000000000000325,1724.001093
-4797.592344,15.000000000000325,1749.984464
-5472.218819,15.000000000000325,1777.134701
-7257.33904,15.000000000000325,1801.773668
-7942.181272,15.000000000000325,1831.742265
-4712.003761,15.000000000000325,1856.860915
-4054.23866,15.000000000000325,1879.341459
-5138.105823,15.000000000000325,1904.516763
-5541.38756,15.000000000000325,1929.787577
-4775.856946,15.000000000000325,1953.69744
-4949.994999,15.000000000000325,1979.131794
-4243.518785,15.000000000000325,2004.8793
-6946.219901,15.000000000000325,2031.196827
-7379.301685,15.000000000000325,2057.243309
-6455.531174,15.000000000000325,2083.383315
-6758.961787,15.000000000000325,2111.519581
-5294.304009,15.000000000000325,2137.277813
-4535.99353,15.000000000000325,2158.265186
-4645.39435,15.000000000000325,2180.11672
-7685.453467,15.000000000000325,2202.298894
-4943.03754,15.000000000000325,2230.340262
-4643.420483,15.000000000000325,2259.151988
-6135.778941,15.000000000000325,2284.264829
-5150.15353,15.000000000000325,2305.463605
-6136.334473,15.000000000000325,2329.51468
-5348.337836,15.000000000000325,2353.715191
-4113.884067,15.000000000000325,2376.348345
-5365.700301,15.000000000000325,2399.832013
-5530.716173,15.000000000000325,2422.864594
-3719.170126,15.000000000000325,2445.545607
-6383.232684,15.000000000000325,2473.057824
-3596.75875,15.000000000000325,2493.98395
-4430.53478,15.000000000000325,2515.796072
-4874.907352,15.000000000000325,2535.800112
-7517.980926,15.000000000000325,2561.500907
-4555.518088,15.000000000000325,4013.248421
-5536.047206,15.000000000000325,4036.385862
-6661.532874,15.000000000000325,4065.569496
-5038.035075,15.000000000000325,4086.786145
-4015.460754,15.000000000000325,4110.320009
-4767.10497,15.000000000000325,4136.005713
-4499.601974,15.000000000000325,4164.636266
-4624.490379,15.000000000000325,4186.587592
-6199.418866,15.000000000000325,4209.028748
-5132.919791,15.000000000000325,4235.376418
-5825.240295,15.000000000000325,4259.67344
-4384.939636,15.000000000000325,4284.069058
-4603.949026,15.000000000000325,4305.970869
-5462.148493,15.000000000000325,4332.125134
-4891.38718,15.000000000000325,4356.28598
-5985.514998,15.000000000000325,4380.786203
-6507.696764,15.000000000000325,4407.905415
-3347.358542,15.000000000000325,4429.244238
-5587.211975,15.000000000000325,4451.031624
-4316.828308,15.000000000000325,4474.437387
-5879.49729,15.000000000000325,4496.318811
-4932.780522,15.000000000000325,4517.882681
-6445.802716,15.000000000000325,4547.176297
-4505.493508,15.000000000000325,4569.449763
-5452.946748,15.000000000000325,4597.636971
-4130.448556,15.000000000000325,4621.281598
-5757.606069,15.000000000000325,4643.01956
-6209.825683,15.000000000000325,4669.815078
-5072.310906,15.000000000000325,4692.374949
-4519.57477,15.000000000000325,4716.833534
-5792.074978,15.000000000000325,4741.804554
-3603.293033,15.000000000000325,4768.538526
-4895.144551,15.000000000000325,4795.009598
-5016.79114,15.000000000000325,4820.055927
-4404.535146,15.000000000000325,4845.409115
-4002.431691,15.000000000000325,4869.215348
-4708.533859,15.000000000000325,4892.852926
-8010.257581,15.000000000000325,4918.251489
-3667.530671,15.000000000000325,4941.314399
-5346.781714,15.000000000000325,4966.028573
-4938.781641,15.000000000000325,4990.065727
-5365.468558,15.000000000000325,5018.42164
-5657.589042,15.000000000000325,5042.715815
-3982.737419,15.000000000000325,5063.157845
-5164.533261,15.000000000000325,5086.659129
-3853.696212,15.000000000000325,5108.603894
-5272.809084,15.000000000000325,5132.390929
-4001.308093,15.000000000000325,5155.866406
-4329.276573,15.000000000000325,5179.982279
-3269.790294,15.000000000000325,5211.72863
-5735.419698,15.000000000000325,5232.520557
-4702.94389,15.000000000000325,5255.7645
-3080.674828,15.000000000000325,5277.915608
-4817.822335,15.000000000000325,5303.055717
-4425.191081,15.000000000000325,5327.554302
-5213.428983,15.000000000000325,5355.702645
-3325.724835,15.000000000000325,5379.539028
-6134.58074,15.000000000000325,5406.357027
-5752.23266,15.000000000000325,5432.586046
-3881.956541,15.000000000000325,5457.226745
-6064.595364,15.000000000000325,5483.364338
-4256.307937,15.000000000000325,5510.371282
-5838.364262,15.000000000000325,5538.65305
-4436.056592,15.000000000000325,5559.493798
-6121.089159,15.000000000000325,5583.502631
-4643.747312,15.000000000000325,5606.849653
-5673.268092,15.000000000000325,5630.410266
-7827.266463,15.000000000000325,5658.906662
-4706.758249,15.000000000000325,5680.416528
-3392.71124,15.000000000000325,5704.280339
-5869.450777,15.000000000000325,5725.806263
-7222.676478,15.000000000000325,5750.626099
-4400.956492,15.000000000000325,5774.991466
-6421.352205,15.000000000000325,5807.803378
-4265.569769,15.000000000000325,5834.157589
-5726.369769,15.000000000000325,5859.067738
-5451.81562,15.000000000000325,5885.684997
-5436.702623,15.000000000000325,5909.109871
-3504.04863,15.000000000000325,5932.027835
-3707.300778,15.000000000000325,5961.863046
-5505.258093,15.000000000000325,5985.736714
-5194.788517,15.000000000000325,6014.335879
-4051.094243,15.000000000000325,6039.250327
-5431.616737,15.000000000000325,6065.606704
-6291.158181,15.000000000000325,6091.234185
-3931.316804,15.000000000000325,6114.598774
-3053.812367,15.000000000000325,6138.025266
-4069.553956,15.000000000000325,6161.25013
-7790.55993,15.000000000000325,6195.063393
-5450.636849,15.000000000000325,6217.905617
-5024.292309,15.000000000000325,6244.506511
-5815.970524,15.000000000000325,6273.434187
-4048.615387,15.000000000000325,6298.322529
-5131.0732,15.000000000000325,6325.580213
-6610.839953,15.000000000000325,6351.696346
-13331.63858,15.000000000000325,6387.39454
-5765.876118,15.000000000000325,6414.877222
-7717.782484,15.000000000000325,6436.249206
-3920.399344,15.000000000000325,6457.722587
-4692.660181,15.000000000000325,6478.8139
-4087.263096,15.000000000000325,6507.379732
-4953.297112,15.000000000000325,6535.109713
-5713.232571,15.000000000000325,6560.738472
-5022.395722,15.000000000000325,6585.132285
-4686.920646,15.000000000000325,6607.409886
-4369.088154,15.000000000000325,6630.689291
-7369.740306,15.000000000000325,6657.466872
-5687.737312,15.000000000000325,6683.626808
-2859.752796,15.000000000000325,6716.074227
-5269.359714,15.000000000000325,6743.592031
-3374.554568,15.000000000000325,6774.149617
